微博内容,统一后的评论,点赞数
"a股消息面汇总5月22号
美国对华为昇腾ai芯片全球封禁，中国商务部宣布：任何组织和个人执行或者协助执行美国对中国芯片封锁法案，将受到中国对等制裁。（霸气侧漏，解气）
业内普遍认为2025年将是无人物流元年，特斯拉，百度等无人出租车方面不断传出利好，百度萝卜快跑接单达1.4亿单","用户5580959510 ：
用户mtv8mu093o ：
甜甜有天天 ：
鑫鑫鑫9999 ：
一只梦凡呀：
爱池久久 ：
章北海111 ：
昂帕帕斯123 ：
星影30054 ：",1
"智能网约车概念异动拉升 通达电气2连板
【智能网约车概念异动拉升 通达电气2连板】财联社5月22日电，通达电气走出2连板，大众交通、锦江在线、云内动力、启明信息、万隆光电等跟涨。消息面上，5月21日晚，百度创始人李彦宏在百度2025年一季度财报电话会上透露，百度旗下自动驾驶出行平台萝卜快跑现已覆",,1
"A股低开，沪指震荡走高，半导体活跃，港股下跌，百度跌超3%、小鹏汽车涨超9%，国债集体走高

A股低开，沪指早盘震荡走高，半导体活跃，港口板块回调。港股恒指、恒科指低开低走，小鹏汽车大涨近10%，百度跌超3%。商品方面，集运欧线大跌超4%。债市方面，国债期货全线走高。核心市场走势：

A股：截止发",,1
美国前驻华大使试乘萝卜快跑双手点赞 萝卜快跑无人驾驶 L辉常评道的微博,,1
"中国Robotaxi 三大巨头一季度成绩单出来了，大家可以对比一下。

文远知行一季度总收入 7244 万元，同比小幅增长；毛利率 35.0%；Robotaxi 收入 1610 万元，占总收入比例大幅提升至 22.3%。

小马智行一季度总营收为 1.02 亿元，同比增长 12%；Robotaxi 业务收入达 1230 万元，同比增长 200%，其中乘客",深山老林2336：行稳方能致远,1
见闻早餐 【早餐】①美债标售疲软，美国股债汇三杀，道指跌近2%，小鹏汽车大涨13%，盘中比特币破纪录、黄金涨超1%②20年期美债拍卖惨淡，得标利率突破5%。日本国债的雷，依然没有任何缓解，继续“无人问津”③极端保守派众议员威胁封杀特朗普的减税案，白宫警告毙掉议案将是“终极背叛”。众议长此后,"阿丁1970：早安
liuyonghua ：",1
"0522:盘前事件
消费：上海提振消费..悦己消费
HVDC：纳微半导体多大涨
无人驾：文远财报
萝卜快跑自动驾订单同比增长75%
机器人：4月工业机器人产品产量增长51.5%
小鹏：计划明年推出人形机器人
区块链：B特币历史新高
5.25日机器人格斗大赛",,1
"5/22日盘前题材挖掘
①萝卜快跑自动驾驶订单同比大增75%，产业链进入快速落地期。②人形机器人格斗大赛即将举行，机器人板块有望迎密集催化。③上海新增手机等数码产品购新补贴，消费电子有望持续复苏。
股票股市股票分析超话",,1
"重要信息：
1、固态电池： 周末发布固态电池的国轩高科，经过两天震荡上涨后，昨天放量涨停。
昨晚消息：成本/续航双突破！宝马全固态电池上路测试
媒体最新报道：中外科研人员合作揭开固态电池短路成因。
5月22日到23日 长沙还有一个固态电池大会
2、无人驾驶、无人物流车： 马斯克谈Robotaxi进",,1
"百度一季度智能云业务营收同比增长42%
5月21日，百度发布2025年一季度业绩，实现总收入324.52亿元，同比增长2.98%，核心收入255亿元，同比增长7%，均超市场预期；归母净利润77.17亿元，同比增长41.65%。从细分业务来看，以搜索引擎广告为主的在线营销收入160亿元，同比下降6%，广告业务仍然持续面临","艾潘禹 ：发展好AI技术是很有必要的
一枚开心果- ：互联网公司转变成科技型公司了",1
"今日05月22日打卡 圣阳股份 露笑科技 金龙汽车

粉丝们早上好，看到点赞祝你天天好运！

圣阳股份 sz002580 圣阳股份 是电池行业 在宁德时代港交上市给电池带来了一波热度。新能源产业链景气度持续提升，固态电池技术研发进展受到市场关注；在公司数据中心电源领域与互联网企业深化合作，业务",,1
4、无人物流车：马斯克谈Robotaxi进展，特斯拉的Robotaxi计划按计划将在下个月（6月）启动，已有多家大型传统车企联系特斯拉，寻求授权其FSD自动驾驶系统。李彦宏：全球部署超1000辆无人车！萝卜快跑加速出海：已落地迪拜及阿布扎比。几天前，一台无人配送车从北京空运至迪拜，开启了异国他乡的自动驾,,1
"2025.5.22星期四看新闻抓热点

1.新闻联播给机器人打all【炒菜、倒垃圾……特斯拉机器人有了新技能 马斯克称这是迄今为止最重磅的产品】五洲新春

另一人形机器人“顶流”Figure也将于今早分享最近取得的重大突破。长盈精密

直接将人类动作迁移至人形机器人，动作捕捉领域或是人形机器人量产落",,1
【盘前题材挖掘】①萝卜快跑自动驾驶订单同比大增75%，产业链进入快速落地期。②人形机器人格斗大赛即将举行，机器人板块有望迎密集催化。③上海新增手机等数码产品购新补贴，消费电子有望持续复苏。相关概念:无人驾驶、机器人、消费电子。自动驾驶机器人智能机器人,用户7167021909 ：888,1
"昨夜热点消息和热门概念股

尊界汽车
华为终端官宣，5月30日19:30举办尊界S800发布会！昨天江淮汽车一度冲涨停，产业链也跟着涨。后续价格、订单和黑科技是关键，要是超预期，相关上市公司可以留意。
概念股：天汽模、常青股份、江淮汽车 等

悦己消费
上海印发提振消费方案，首提丰富悦己消费，支持原",,1
"早盘消息6

公司要闻

 1、小鹏汽车：第一季度，营收158.1亿元，同比增长141.5%，环比下降1.8%； 净亏损为6.6亿元。预计二季度营收175亿元至187亿元；交付量10.2万至10.8万辆，同比增237.7-257.5%。

2、百度：一季度，营收324.52亿元，同比增3%。NON-GAAP净利润64.7亿元，同比降8%。研发费用为45亿元",,1
"【新闻早茶｜百度李彦宏：萝卜快跑全球已部署超1000辆无人车】

5月21日消息，百度创始人李彦宏在百度2025年Q1财报电话会上透露，萝卜快跑现已覆盖全球15座城市，部署超1000辆无人车。

目前，萝卜快跑已在迪拜进行开放道路验证测试，在阿布扎比的测试也即将启动；同时，在香港的测试范围进一步扩大。A",,1
"萝卜快跑自动驾驶订单同比大增75% 产业链进入快速落地期
百度发布2025年第一季度财报，数据显示，2025年第一季度，萝卜快跑在全球提供超140万次出行服务，同比增长75%。截至2025年5月，萝卜快跑在全球累计提供超1100万次的出行服务。
近期，Robotaxi领域动态显著趋密,2025沙特-美国投资论坛上，马斯克",,1
【百度2025年Q1财报 ：总营收325亿元，智能云同比增长42%】百度一季度总营收325亿元 新浪科技讯 5月21日下午消息，百度发布2025年第一季度财报，显示Q1总营收达325亿元，百度核心收入255亿元，同比增长7%，均超市场预期。一季度，百度核心净利润同比增长48%至76.3亿元，智能云持续强劲增长，同比增,,1
百度一季度财报【百度，入账325亿！AI收入猛增，外资集体抢筹！】5月21日下午，百度集团在港交所发布的2025年一季度财报显示，今年1—3月，该集团总营收达325亿元，同比增长7%；归属于百度核心净利润为76.3亿元，同比大增48%。尤为强劲的增量来源于百度智能云业务的高速增长，一季度大涨42%，AI相关,续写新故事i ：那个能打的百度又回来了,1
"5.22日重点题材与消息
1、人形机器人：盘后消息，特斯拉Optimus人形机器人展示家务能力，包括扔垃圾、使用扫帚和吸尘器等日常任务(爱仕达、五洲新春、双林股份、拓普集团、鸣志电器)。
2、离境退税：盘后消息，近日北京启用了首批离境退税“即买即退”集中退付点，境外游客凭北京市任意一家离境退税",,1
"AI早报 20250522 星期四

1、腾讯混元发布游戏视觉生成平台
5月20日，腾讯发布混元游戏视觉生成平台（简称“混元游戏”）。据介绍，这是依托混元大模型打造的首个工业级AIGC游戏内容生产引擎，能够大幅优化游戏资产生成与游戏制作流程。其面向游戏工业级内容生产，为游戏美术设计师提供一系列AI工具",,1
"小马智行总部位于广州。

小马智行是在美国上市。北京时间2024年11月27日晚，小马智行正式在纳斯达克挂牌上市。

小马智行的发展情况如下：

• 业务合作方面：与Uber达成战略合作，计划将车辆接入Uber打车平台；携手丰田、北汽、广汽三家车企共同推进Robotaxi前装量产。

• 财务状况方面：2024年实现",,1
【百度电话会：聚焦应用驱动AI创新，加速搜索AI化转型，萝卜快跑盈利路径清晰】百度表示，AI需求推动智能云收入大幅提升，百度将集中资源投入应用驱动型AI创......O网页链接 (来自@华尔街见闻APP),,1
盘后消息，2025年Q1，百度萝卜快跑提供的自动驾驶订单超过1.4亿单，同比增长75%。截至2025年5月，萝卜快跑累计为公众提供的自动驾驶出行服务订单超过11亿单。,,1
"百度Q1营收超预期，智能云增速达42%，萝卜快跑订单量大增75%OBaidu's Q1 revenue exeeded expetations, Asia Vets' loud growth reahed 42%, and the Order volume for Luobo Kuai Pao inreased by 75%.",,1
百度发布2025年第一季度财报，数据显示，2025年第一季度，萝卜快跑在全球提供超140万次出行服务，同比增长75%。截至2025年5月，萝卜快跑在全球累计提供超1100万次的出行服务。,,1
"【百度一季度研发费同降15%：人员相关费用减少】萝卜快跑一季度订单数超140万 5月21日，百度2025年第一季度营收324.52亿元，同比增3%，上年同期315.13亿元；调整后营业利润53.3亿元，预估48.9亿元。

百度第一季度研发费用为45亿元人民币（6.26亿美元），同比下降15%，主要是由于人员相关费用的减",,1
发布了头条文章：《从本土混战到全球对垒，萝卜快跑撕开硅谷防线》 O从本土混战到全球对垒，萝卜快跑撕开硅谷防线,,1
"智慧观察 【萝卜快跑邂逅出租司机：共绘出行新图景】
当萝卜快跑在全球累计提供超1100万次出行服务，自动驾驶出行正以不可阻挡之势改变着我们的出行方式。而在这场变革中，它与出租司机之间的碰撞与融合，成为当下备受瞩目的焦点。
萝卜快跑的发展堪称一部科技与速度的传奇。自2021年发布以来，它迅",勇武张飞：萝卜快跑配出租，服务升级赞赞赞！,1
【百度李彦宏：萝卜快跑全球已部署超 1000 辆无人车】百度李彦宏在财报电话会上透露，萝卜快跑已覆盖全球15座城市，部署超1000辆无人车，第一季度自动驾驶订单超140万单，同比增长75%。目前正在迪拜、阿布扎比和香港扩大测试范围，并与神州租车合作推出自动驾驶租赁服务。百度无人车自动驾驶,"默默不是事 ：国内咋这么慢呢
天方夜谭_丝路：百度！从日线看基本突破，从周线看即将突破！无人驾驶和低空经济，是时候再拉升一波了……
IT之家：详情点击：O百度李彦宏：萝卜快跑全球已部署超 1000 辆无人车",1
Choie数据百度突然猛拉！两大业务亮了 外资集体增持“智能云业务表现强劲，凸显市场对我们提供高性价比全栈AI产品及解决方案这一独特优势的认可度与日俱增。我们的无人驾驶出行服务也取得关键进展，萝卜快跑已拓展全球市场，进入迪拜和阿布扎比，彰显了我们为全球市场提供安全、舒适和便捷无人驾驶,,1
【百度发布2025年第一季度财报：百度一季度AI相关收入三位数增长】百度第一季度营收325亿元 在百度2025年一季度财报电话会上，百度创始人李彦宏介绍，一季度，智能云业务营收同比增长42%，经营利润持续为正，AI相关收入实现三位数的同比增长。季度内，百度与招商局、“天工Ultra”开发商北京人形,,1
